# Domain file:,C:\Users\noamsh\PycharmProjects\nyx-extension\MA_PDDL\outputs\Other\domain.pddl
# Problem file:,C:\Users\noamsh\PycharmProjects\nyx-extension\MA_PDDL\outputs\Other\problem.pddl
# Constants.TIMEOUT,30.0
# Constants.DELTA_T,0.1
# Constants.TIME_HORIZON,3000
# Constants.DEPTH_LIMIT,50.0
# Constants.METRIC_MINIMIZE,True

timestamp,nodes_expanded,max_depth,queue_size,min_metric,max_metric,tracked_goals
1.0,76613,19,5477,inf,inf,0
2.0,155739,21,9360,inf,inf,0
3.0,231015,22,13375,inf,inf,0
4.0,308430,24,15293,inf,inf,0
5.0,381235,24,17800,inf,inf,0
6.0,462279,25,17034,inf,inf,0
7.0,531866,26,22055,inf,inf,0
8.0,613141,27,24336,inf,inf,0
9.01,681158,27,24202,inf,inf,0
10.01,762146,28,27300,inf,inf,0
11.01,841908,28,27933,inf,inf,0
12.01,909597,29,30047,inf,inf,0
13.01,993112,29,30902,inf,inf,0
14.01,1054715,30,32423,inf,inf,0
15.01,1110530,30,33053,inf,inf,0
16.01,1192730,31,34603,inf,inf,0
17.01,1277328,31,35311,inf,inf,0
18.01,1360219,32,36454,inf,inf,0
19.01,1419195,32,37006,inf,inf,0
20.01,1496974,32,37931,inf,inf,0
21.01,1577820,33,38702,inf,inf,0
22.01,1660655,33,38364,inf,inf,0
