# Domain file:,C:\Users\noamsh\PycharmProjects\nyx-extension\MA_PDDL\outputs\Car\domain.pddl
# Problem file:,C:\Users\noamsh\PycharmProjects\nyx-extension\MA_PDDL\outputs\Car\problem.pddl
# Constants.TIMEOUT,1800
# Constants.DELTA_T,10.0
# Constants.TIME_HORIZON,3000
# Constants.DEPTH_LIMIT,3000
# Constants.METRIC_MINIMIZE,True

timestamp,nodes_expanded,max_depth,queue_size,min_metric,max_metric,tracked_goals
1.0,13063,3,1905,inf,inf,0
2.0,23721,3,3581,inf,inf,0
3.0,36294,3,4959,inf,inf,0
4.01,46920,4,6136,inf,inf,0
5.02,55001,4,7273,inf,inf,0
6.02,62442,4,8395,inf,inf,0
7.03,70101,4,9250,inf,inf,0
8.04,78400,4,10023,inf,inf,0
9.04,84143,4,10783,inf,inf,0
10.07,89023,4,11516,inf,inf,0
11.08,94333,4,12141,inf,inf,0
12.09,99833,4,12672,inf,inf,0
13.11,103830,4,13188,inf,inf,0
14.15,107364,4,13798,inf,inf,0
15.16,110860,4,14249,inf,inf,0
16.16,115118,4,14733,inf,inf,0
17.17,120716,4,15258,inf,inf,0
18.19,124493,4,15818,inf,inf,0
19.2,128179,4,16428,inf,inf,0
20.2,131955,4,16877,inf,inf,0
21.24,136715,4,17412,inf,inf,0
22.24,141308,4,17869,inf,inf,0
23.24,144025,4,18316,inf,inf,0
24.26,147856,4,18813,inf,inf,0
25.26,152269,4,19257,inf,inf,0
26.28,155279,4,19765,inf,inf,0
27.29,158879,4,20205,inf,inf,0
28.3,162457,4,20535,inf,inf,0
29.33,164573,4,20880,inf,inf,0
30.34,166428,4,21226,inf,inf,0
31.35,169307,4,21510,inf,inf,0
32.36,172264,4,21804,inf,inf,0
33.37,174165,4,22108,inf,inf,0
34.38,176019,4,22467,inf,inf,0
35.38,178873,4,22759,inf,inf,0
36.43,181607,4,23048,inf,inf,0
37.43,183222,4,23391,inf,inf,0
38.44,185243,4,23678,inf,inf,0
39.46,188067,4,23969,inf,inf,0
40.46,189729,4,24249,inf,inf,0
41.46,190943,4,24532,inf,inf,0
42.48,193447,4,24809,inf,inf,0
43.49,195024,4,25114,inf,inf,0
44.51,196575,4,25415,inf,inf,0
45.56,199081,4,25695,inf,inf,0
46.56,200353,4,25977,inf,inf,0
47.63,202840,4,26263,inf,inf,0
48.63,204079,4,26541,inf,inf,0
49.66,207510,4,26870,inf,inf,0
50.68,209070,4,27250,inf,inf,0
51.69,210841,4,27514,inf,inf,0
52.72,213685,4,27795,inf,inf,0
53.73,215258,4,28119,inf,inf,0
54.79,217474,4,28388,inf,inf,0
55.8,218578,4,28648,inf,inf,0
56.8,221151,4,28872,inf,inf,0
57.87,223000,4,29143,inf,inf,0
58.89,223891,4,29445,inf,inf,0
59.91,226656,4,29732,inf,inf,0
60.99,229360,4,30031,inf,inf,0
62.03,230837,4,30302,inf,inf,0
63.07,233059,4,30578,inf,inf,0
64.12,233998,4,30920,inf,inf,0
65.2,236422,4,31147,inf,inf,0
66.22,237462,4,31392,inf,inf,0
67.24,238087,4,31619,inf,inf,0
68.25,239318,4,31709,inf,inf,0
69.27,240175,4,31813,inf,inf,0
70.34,240511,4,31945,inf,inf,0
71.46,240942,4,32087,inf,inf,0
72.48,241319,4,32211,inf,inf,0
73.61,242765,4,32325,inf,inf,0
74.63,243745,4,32427,inf,inf,0
75.85,244840,4,32535,inf,inf,0
76.97,245328,4,32643,inf,inf,0
78.0,245638,4,32703,inf,inf,0
79.08,246014,4,32841,inf,inf,0
80.2,246272,4,32953,inf,inf,0
81.21,246929,4,33029,inf,inf,0
82.33,247659,4,33112,inf,inf,0
83.37,249998,4,33357,inf,inf,0
84.42,251221,4,33634,inf,inf,0
85.44,253094,4,33852,inf,inf,0
86.47,254102,4,34119,inf,inf,0
87.49,256831,4,34369,inf,inf,0
88.51,257950,4,34711,inf,inf,0
89.53,260426,4,34993,inf,inf,0
90.58,261503,4,35246,inf,inf,0
91.6,262314,5,35503,inf,inf,0
92.68,264961,5,35730,inf,inf,0
93.69,266248,5,35950,inf,inf,0
94.72,266824,5,36174,inf,inf,0
95.72,268294,5,36359,inf,inf,0
96.8,269505,5,36541,inf,inf,0
97.92,271054,5,36744,inf,inf,0
98.99,272314,5,36935,inf,inf,0
100.02,273863,5,37138,inf,inf,0
101.13,275257,5,37361,inf,inf,0
102.16,276717,5,37589,inf,inf,0
103.17,278169,5,37858,inf,inf,0
104.17,279589,5,38108,inf,inf,0
105.21,281200,5,38310,inf,inf,0
106.22,283014,5,38499,inf,inf,0
107.23,284799,5,38672,inf,inf,0
108.27,286356,5,38889,inf,inf,0
109.36,288712,5,39138,inf,inf,0
110.39,290763,5,39380,inf,inf,0
111.39,293351,5,39556,inf,inf,0
112.4,294891,5,39717,inf,inf,0
113.46,297133,5,39922,inf,inf,0
114.46,299467,5,40125,inf,inf,0
115.55,301777,5,40356,inf,inf,0
116.61,303405,5,40626,inf,inf,0
117.62,304213,5,40866,inf,inf,0
118.64,305585,5,41016,inf,inf,0
119.65,306943,5,41234,inf,inf,0
120.66,308492,5,41414,inf,inf,0
121.66,309649,5,41588,inf,inf,0
122.66,311408,5,41773,inf,inf,0
123.68,312917,5,41977,inf,inf,0
124.73,314224,5,42146,inf,inf,0
125.79,316563,5,42350,inf,inf,0
126.79,318597,5,42566,inf,inf,0
127.83,320876,5,42778,inf,inf,0
128.86,322641,5,43000,inf,inf,0
129.89,323811,5,43244,inf,inf,0
130.91,324851,5,43480,inf,inf,0
131.96,326803,5,43696,inf,inf,0
132.97,328529,5,43929,inf,inf,0
134.0,330212,5,44179,inf,inf,0
135.0,332117,5,44420,inf,inf,0
136.03,334176,5,44647,inf,inf,0
137.04,336613,5,44886,inf,inf,0
138.04,339186,5,45121,inf,inf,0
139.07,341538,5,45364,inf,inf,0
140.15,343537,5,45634,inf,inf,0
141.24,344640,5,45928,inf,inf,0
142.33,346894,5,46191,inf,inf,0
143.33,348462,5,46449,inf,inf,0
144.34,350716,5,46694,inf,inf,0
145.36,352554,5,46948,inf,inf,0
146.38,354414,5,47196,inf,inf,0
147.4,356606,5,47417,inf,inf,0
148.4,358887,5,47630,inf,inf,0
149.42,361052,5,47847,inf,inf,0
150.45,362749,5,48083,inf,inf,0
151.47,363848,5,48337,inf,inf,0
152.47,365507,5,48580,inf,inf,0
153.48,367630,5,48797,inf,inf,0
154.48,369788,5,49025,inf,inf,0
155.49,372160,5,49244,inf,inf,0
156.51,373877,5,49474,inf,inf,0
157.52,374944,5,49700,inf,inf,0
158.53,376003,5,49926,inf,inf,0
159.55,377968,5,50118,inf,inf,0
160.57,379912,5,50307,inf,inf,0
161.6,382201,5,50513,inf,inf,0
162.68,383790,5,50757,inf,inf,0
163.75,384972,5,51029,inf,inf,0
164.76,386657,5,51259,inf,inf,0
165.76,388659,5,51472,inf,inf,0
166.77,391109,5,51694,inf,inf,0
167.77,393024,5,51918,inf,inf,0
168.78,394146,5,52164,inf,inf,0
169.79,395308,5,52389,inf,inf,0
170.83,397070,5,52614,inf,inf,0
171.83,399374,5,52794,inf,inf,0
172.89,401231,5,53009,inf,inf,0
173.93,402394,5,53225,inf,inf,0
175.0,403175,5,53455,inf,inf,0
176.01,404938,5,53654,inf,inf,0
177.03,406956,5,53845,inf,inf,0
178.03,408579,5,54064,inf,inf,0
179.08,409770,5,54314,inf,inf,0
180.1,410935,5,54545,inf,inf,0
181.18,413014,5,54757,inf,inf,0
182.2,413787,5,55002,inf,inf,0
183.27,415839,5,55206,inf,inf,0
184.29,416419,5,55419,inf,inf,0
185.29,418102,5,55598,inf,inf,0
186.29,419510,5,55815,inf,inf,0
187.33,420754,5,56040,inf,inf,0
188.39,422535,5,56215,inf,inf,0
189.41,423363,5,56438,inf,inf,0
190.42,425024,5,56627,inf,inf,0
191.43,426960,5,56818,inf,inf,0
192.47,428148,5,57004,inf,inf,0
