# Domain file:,C:\Users\v-laftabi\Desktop\Nyx\nyx-extension\MA_PDDL\outputs\PolyCraft\domain.pddl
# Problem file:,C:\Users\v-laftabi\Desktop\Nyx\nyx-extension\MA_PDDL\outputs\PolyCraft\problem.pddl
# Constants.TIMEOUT,1800
# Constants.DELTA_T,0.1
# Constants.TIME_HORIZON,3000
# Constants.DEPTH_LIMIT,3000
# Constants.METRIC_MINIMIZE,True

timestamp,nodes_expanded,max_depth,queue_size,min_metric,max_metric,tracked_goals
3.51,0,0,0,inf,inf,0
4.74,617,14,549,inf,inf,0
5.84,1278,16,1132,inf,inf,0
6.86,1955,18,1782,inf,inf,0
7.87,2695,18,2469,inf,inf,0
8.94,3617,19,3257,inf,inf,0
10.15,4650,20,4088,inf,inf,0
11.21,5573,22,4862,inf,inf,0
12.22,6434,22,5587,inf,inf,0
13.67,7089,23,6152,inf,inf,0
14.7,7902,24,6835,inf,inf,0
15.88,8861,24,7636,inf,inf,0
16.99,10147,24,8406,inf,inf,0
17.99,11375,24,9255,inf,inf,0
19.02,12294,26,9929,inf,inf,0
20.11,13283,26,10748,inf,inf,0
21.26,13989,27,11394,inf,inf,0
22.3,14835,29,12093,inf,inf,0
23.36,15704,29,12804,inf,inf,0
24.38,16472,29,13488,inf,inf,0
25.41,17504,29,14341,inf,inf,0
26.41,18259,30,15039,inf,inf,0
27.43,18919,30,15684,inf,inf,0
28.58,19808,30,16392,inf,inf,0
29.59,20505,30,16973,inf,inf,0
30.74,21286,31,17548,inf,inf,0
31.75,21964,32,18072,inf,inf,0
32.8,22516,32,18610,inf,inf,0
33.95,23376,32,19256,inf,inf,0
35.05,24137,32,19922,inf,inf,0
36.1,25140,32,20675,inf,inf,0
37.23,25847,32,21319,inf,inf,0
38.31,26733,32,22003,inf,inf,0
39.37,27732,32,22759,inf,inf,0
40.44,28683,32,23446,inf,inf,0
41.53,29613,32,24160,inf,inf,0
43.16,30665,32,25113,inf,inf,0
44.34,32108,32,25801,inf,inf,0
45.34,33126,32,26262,inf,inf,0
46.36,34125,32,26849,inf,inf,0
47.55,34863,33,27464,inf,inf,0
48.55,35970,33,28130,inf,inf,0
49.55,36462,34,28562,inf,inf,0
50.58,36954,34,28998,inf,inf,0
51.58,37815,34,29508,inf,inf,0
52.69,38275,34,29825,inf,inf,0
53.76,39195,34,30468,inf,inf,0
54.92,39706,34,30873,inf,inf,0
56.22,40637,34,31663,inf,inf,0
57.23,41584,34,32224,inf,inf,0
