# Domain file:,C:\Users\noamsh\PycharmProjects\nyx-extension\MA_PDDL\outputs\PolyCraft\domain.pddl
# Problem file:,C:\Users\noamsh\PycharmProjects\nyx-extension\MA_PDDL\outputs\PolyCraft\problem.pddl
# Constants.TIMEOUT,1800
# Constants.DELTA_T,0.1
# Constants.TIME_HORIZON,3000
# Constants.DEPTH_LIMIT,3000
# Constants.METRIC_MINIMIZE,True

timestamp,nodes_expanded,max_depth,queue_size,min_metric,max_metric,tracked_goals
2.46,0,0,0,inf,inf,0
2.56,38,4,32,inf,inf,0
2.64,84,5,77,inf,inf,0
2.69,181,7,159,inf,inf,0
2.74,298,8,257,inf,inf,0
2.8,317,8,274,inf,inf,0
2.86,433,9,371,inf,inf,0
2.91,501,11,430,inf,inf,0
3.05,524,12,451,inf,inf,0
3.3,615,13,540,inf,inf,0
3.42,714,14,632,inf,inf,0
3.58,815,14,727,inf,inf,0
3.66,898,15,809,inf,inf,0
3.93,1106,16,1014,inf,inf,0
4.01,1197,16,1094,inf,inf,0
4.07,1284,18,1175,inf,inf,0
4.12,1375,18,1260,inf,inf,0
4.19,1458,18,1340,inf,inf,0
4.27,1666,18,1490,inf,inf,0
4.49,1874,18,1696,inf,inf,0
4.59,1973,18,1793,inf,inf,0
4.67,2064,19,1880,inf,inf,0
4.74,2155,19,1969,inf,inf,0
4.81,2246,19,2056,inf,inf,0
4.86,2337,20,2141,inf,inf,0
4.93,2384,20,2186,inf,inf,0
5.09,2499,20,2299,inf,inf,0
5.17,2614,20,2386,inf,inf,0
5.24,2721,20,2487,inf,inf,0
5.32,2828,20,2588,inf,inf,0
5.41,2935,20,2689,inf,inf,0
5.5,3042,20,2790,inf,inf,0
5.59,3149,20,2895,inf,inf,0
5.68,3256,20,3001,inf,inf,0
5.82,3497,22,3204,inf,inf,0
5.91,3620,22,3297,inf,inf,0
6.03,3861,22,3435,inf,inf,0
6.1,3968,22,3537,inf,inf,0
6.16,4059,23,3582,inf,inf,0
6.27,4182,23,3701,inf,inf,0
6.4,4305,23,3820,inf,inf,0
6.51,4412,24,3919,inf,inf,0
6.56,4503,24,3992,inf,inf,0
6.63,4590,24,4073,inf,inf,0
6.7,4681,24,4160,inf,inf,0
6.76,4772,24,4243,inf,inf,0
6.82,4863,24,4329,inf,inf,0
6.87,4954,24,4409,inf,inf,0
6.99,5136,24,4564,inf,inf,0
7.13,5310,24,4718,inf,inf,0
7.19,5417,24,4819,inf,inf,0
7.28,5516,24,4912,inf,inf,0
7.35,5615,24,4999,inf,inf,0
7.41,5714,24,5085,inf,inf,0
7.49,5813,24,5169,inf,inf,0
7.58,5912,24,5254,inf,inf,0
7.66,6011,24,5345,inf,inf,0
7.74,6098,25,5430,inf,inf,0
7.81,6272,25,5564,inf,inf,0
7.92,6460,25,5700,inf,inf,0
7.99,6650,25,5841,inf,inf,0
8.07,6828,25,5986,inf,inf,0
8.12,6919,25,6069,inf,inf,0
8.21,7020,25,6161,inf,inf,0
8.27,7121,25,6215,inf,inf,0
8.35,7298,25,6326,inf,inf,0
8.41,7428,25,6424,inf,inf,0
8.46,7562,25,6519,inf,inf,0
8.54,7637,25,6576,inf,inf,0
8.6,7712,25,6642,inf,inf,0
8.67,7787,25,6716,inf,inf,0
8.74,7862,25,6789,inf,inf,0
8.8,7945,25,6862,inf,inf,0
8.86,8028,25,6939,inf,inf,0
8.91,8111,25,7021,inf,inf,0
9.09,8319,25,7210,inf,inf,0
9.2,8527,25,7349,inf,inf,0
9.26,8735,25,7440,inf,inf,0
9.41,8943,25,7600,inf,inf,0
9.49,9151,25,7752,inf,inf,0
9.65,9359,25,7958,inf,inf,0
9.72,9442,26,8040,inf,inf,0
9.78,9525,26,8115,inf,inf,0
9.83,9608,26,8185,inf,inf,0
9.89,9691,26,8267,inf,inf,0
9.95,9774,26,8349,inf,inf,0
10.02,9861,26,8434,inf,inf,0
10.17,10069,26,8640,inf,inf,0
